tr_key,language_code,pluralization_index,text,namespace,built_in
New %{type},de,1,%{type} neu,,false
12 [month],de,1,12.,,false
Finnish,de,1,Finnisch,,false
%d minute,de,1,%d Minute,,false
%{field} available,de,0,,,false
A confirmation notice was sent to your email account.,de,0,,,false
I want to close my Luleka account,de,0,,,false
Which %{org} product or service is it about?,de,1,Um welches %{org} Produkt oder Dienstleistung handelt es sich?,,false
You have been logged out.,de,0,,,false
Site Name,de,1,Seitenname,,false
community,de,1,Community,,false
Accept this Answer,de,1,Diese Antwort annehmen,,false
Polish,de,0,,,false
%d minute,de,2,%d Minuten,,false
About,de,0,,,false
%{field} available,de,1,%{field} verfügbar,,false
Confirm Account,de,0,,,false
Free for %{audience},de,0,,,false
Kase,de,1,Fall,,false
agency,de,0,,,false
"Welcome to Luleka, the independent service community with integrated marketplace for those seeking advice and advisors.",de,0,,,false
Add a description no longer than %{count} characters in length.,de,1,Fügen Sie eine Beschreibung mit nicht mehr als %{count} hinzu.,,false
The URL on Luleka will be,de,1,Der URL auf Luleka wird sein,,false
Add a personal note,de,1,Eine persönliche Nachricht hinzufügen,,false
Polish,de,1,Polnisch,,false
%d second,de,0,Null Sekunden,,false
About,de,1,Über uns,,false
%{language} is your default language,de,0,,,false
"Please check your email account, possibly also your junk mail folder, and follow the instructions to continue to activate your account.",de,0,,,false
Free for %{audience},de,1,Kostenlos für %{audience},,false
agency,de,1,behörde,,false
"A link to your personal home page goes here, e.g. _http://www.myhomepage.com_",de,1,"Hier geben Sie bitte den Link Ihrer privaten Homepage ein, z.B._http://meinewebseite.de_",,false
Summary,de,1,Zusammenfassung,,false
%{type} is operating in,de,1,%{type} operiert in,,false
April [month],de,1,April,,false
Japanese,de,0,,,false
%d second,de,1,%d Sekunde,,false
%{language} is your default language,de,1,%{language} ist Ihre voreingestellte Sprache,,false
"If you did not receive an email from us, you can have it resent.",de,0,,,false
%{topic} Name,de,0,,,false
Already a contact,de,0,,,false
Write a short summary no longer than %{count} characters in length.,de,1,Schreiben Sie eine kurze Zusammenfassung mit nicht mehr als %{count} Zeichen.,,false
Community Category,de,1,Community Kategorie,,false
Aug [abbreviated month],de,1,Aug,,false
Japanese,de,1,Japanisch,,false
%d second,de,2,%d Sekunden,,false
%{member} since %{time} ago,de,0,,,false
Resend,de,0,,,false
%{topic} Name,de,1,%{topic} Name,,false
already expired,de,0,,,false
"A voucher contains a promotion code, which allows you to receive Luleka services free of charge.",de,0,,,false
Describe your community in more detail.,de,1,Beschreiben Sie die Community noch genauer,,false
%{name} wants to know what you think,de,1,%{name} will wissen was Sie denken,,false
August [month],de,1,August,,false
Chinese,de,0,,,false
%d piece,de,0,Null Stücke,,false
%{member} since %{time} ago,de,1,%{member} seit %{time},,false
"%{invitee_name},<br/><br/>I would like to invite you to join my network on Luleka.<br/><br/>-%{invitor_name}",de,0,,,false
%{type} Image,de,0,,,false
already redeemed,de,0,,,false
Enter your promotion code here,de,0,,,false
This community is a?,de,1,Diese Community ist?,,false
Share %{type},de,1,Teile %{type},,false
Chinese,de,1,Chinesisch,,false
%d piece,de,2,%d Stück,,false
%{name} accepted and is now a contact,de,0,,,false
Remember me,de,0,,,false
"%{invitee_name},<br/><br/>I would like to invite you to join my network on Luleka.<br/><br/>-%{invitor_name}",de,1,"%{invitee_name},<br/><br/>ich würde Sie gerne in mein Luleka Netzwerk einladen.<br/><br/>-%{invitor_name}",,false
%{type} Image,de,1,Bild,,false
already submitted,de,0,,,false
At this point we only require your country of residence to prioritize your focus by region.,de,1,"Hier bitten wir Sie Ihr Land, in dem Sie wohnen, anzugeben um Ihren regionalen Fokus berücksichtigen zu können.",,false
Organization as %{category},de,1,Organisation als %{category},,false
Do you know of any helpful people who might be interested to know about this?,de,1,"Kennen Sie hilfsbereite Menschen, die darüber Bescheid wissen?",,false
Baden-Wuerttemberg,de,0,,,false
%{price} (%{unit_price} per %{unit}),de,0,,,false
%{name} accepted and is now a contact,de,1,%{name} akzeptiert und ist jetzt einer Ihrer Kontakte,,false
Select...,de,0,,,false
Hello,de,0,,,false
"Thanks for adding ""%{name}"". We will have to double check the details before making it public. This may take 1-3 business days.",de,0,,,false
already submitted,de,1,bereits eingestellt,,false
Person,de,1,Person,,false
Group as %{category},de,1,Gruppieren als %{category},,false
Your Name,de,1,Ihr Name,,false
Do you accept this answer?,de,1,Antwort akzeptieren?,,false
Baden-Wuerttemberg,de,1,Baden-Württemberg,,false
month,de,0,,,false
%{name} has invited you to become a contact.,de,0,,,false
Send,de,0,,,false
Hello %{invitee_name},de,0,,,false
This will close your Luleka account. All of your personal information and all the content you have posted will be removed.,de,0,,,false
Amount,de,0,,,false
can't be blank,de,1,kann nicht leer sein,,false
"Provide a twitter name for this community, e.g. {example}",de,1,"Weisen Sie der Community einen Twitter Namen hinzu, z.B. %{example}",,false
Email To,de,1,E-Mail an,,false
Don't have this %{type}?,de,1,%{type} nicht bekannt?,,false
Bavaria,de,0,,,false
month,de,2,Monate,,false
%{name} has invited you to become a contact.,de,1,"%{name} hat Sie eingeladen, um ein Kontakt von Ihnen zu sein.",,false
Send message,de,0,,,false
Hello %{invitee_name},de,1,Hallo %{invitee_name},,false
This is something that can't be changed later.,de,0,,,false
Amount,de,1,Betrag,,false
How can I redeem a voucher?,de,0,,,false
Upload Image,de,1,Bild hochladen,,false
Enter up to 10 email addresses separated by commas,de,1,"Geben Sie bis zu 10, per Komma getrennte, E-Mail Adressen an",,false
Edit Profile,de,1,Profil Bearbeiten,,false
Bavaria,de,1,Bayern,,false
piece,de,0,Stück,,false
%{name} was invited to become a contact,de,0,,,false
Send message,de,1,Nachricht senden,,false
Your settings were saved,de,1,Ihre Einstellungen wurden gespeichert,,false
Amount (%{currency}),de,0,,,false
Redeem,de,1,Einlösen,,false
How do I contact Luleka customer service?,de,0,,,false
The image file will be used as icon representation.,de,1,Die Bilddatei wird als Icon Darstellung verwendet werden.,,false
A personalized note better explains why you want to share this case.,de,1,"Eine persönliche Nachricht hilft zu erklären, wieso Sie den Fall interessant finden.",,false
Existing Praise in the Community,de,1,Bestehendes Lob in der Community,,false
Berlin,de,0,,,false
piece,de,1,Stück,,false
%{name} was invited to become a contact,de,1,"%{name} wurde Eingeladen, um ein Kontakt von Ihnen zu werden",,false
Settings,de,0,,,false
Amount (%{currency}),de,1,Betrag (%{currency}),,false
Consignee,de,1,Empfänger,,false
How do I contact Luleka customer service?,de,1,Wie kontaktiere ich den Luleka Kundenservice?,,false
"A portrait or square image file, with at least 100x100 pixels in size, will work best.",de,1,"Eine Bild-Datei in einem Hochkant-Format oder quadratisch, mit mindestens 100x100 Pixel größe, funktioniert optimal.",,false
must be between 15 and 1000 characters,de,2,muss zwischen 15 und 1000 Zeichen sein,,false
Berlin,de,1,Berlin,,false
piece,de,2,Stück,,false
%{professional_title} at %{company},de,0,,,false
Settings,de,1,Einstellungen,,false
Phone,de,0,,,false
"Alternatively, please provide your work phone number, e.g. _+1 (987) 1234-5678_",de,0,,,false
Promotion code,de,1,Gutschein-Code,,false
How do I get a voucher?,de,0,,,false
%{extensions} files only please,de,1,Bitte nur %{extensions} Dateien,,false
must be between 15 and 2000 characters,de,2,muss zwischen 15 und 2000 Zeichen sein,,false
Brandenburg,de,0,,,false
%d vote,de,0,keine Stimme,,false
%{professional_title} at %{company},de,1,%{professional_title} bei %{company},,false
Share,de,0,,,false
phone number,de,0,,,false
"Alternatively, please provide your work phone number, e.g. _+1 (987) 1234-5678_",de,1,"Alternativ können sie hier ihre Telefonnummer angeben, unter der sie tagsüber erreichbar sind, beispielsweise _+49 (923) 53 234 234_",,false
If you have received a voucher with a valid promotion code you can redeem it here.,de,1,"Wenn Sie einen Gutschein mit einem gültigen Gutschein-Code erhalten haben, können Sie ihn hier einlösen.",,false
How do I receive a voucher?,de,0,,,false
Upload Logo,de,1,Logo hochladen,,false
must be between 4 and 40 characters,de,2,muss zwischen 4 und 40 Zeichen sein,,false
Brandenburg,de,1,Brandenburg,,false
%d vote,de,1,%d Stimme,,false
%{sign_up} for a Twitter account,de,0,,,false
Share some of your interests with us,de,0,,,false
phone number,de,1,Telefonnummer,,false
approved,de,0,,,false
You may have received a promotion code through a friend's invitation or other promotions.,de,1,Sie haben vielleicht einen Gutschein-Code über eine Einladung von einem Freund oder eine andere Aktion erhalten.,,false
How do I receive a voucher?,de,1,Wie erhalte ich einen Gutchein?,,false
This will be used as logo.,de,1,Dies wird als Logo verwendet werden.,,false
must be between 5 and 100 characters,de,2,muss zwischen 5 und 100 Zeichen sein,,false
Bremen,de,0,,,false
%d vote,de,2,%d Stimmen,,false
%{sign_up} for a Twitter account,de,1,%{sign_up} für ein Twitter Konto,,false
Share some of your interests with us,de,1,Teilen Sie uns Ihre Interessen mit,,false
Phone number or email address must be provided,de,0,,,false
Are there any fees involved when adding credit?,de,0,,,false
Enter your promotion code here,de,1,Geben Sie hier Ihren Gutschein-Code ein,,false
You have accepted the invitation of %{name}.,de,0,,,false
"An image file with exactly 300x66 pixels in size, all excess will be clipped.",de,1,"Eine Bilddatei mit genau 300x66 Pixel größe. Jedglicher Überhang wird abgeschnitten.
",,false
must be between 5 and 120 characters,de,2,muss zwischen 5 und 120 Zeichen sein,,false
Bremen,de,1,Bremen,,false
%d visit,de,0,keine Besucher,,false
Sign in successful,de,0,,,false
Phone number or email address must be provided,de,1,Telefonnummer oder E-Mail Adresse muss angegeben werden,,false
Are there any fees involved when adding credit?,de,1,Werden beim Hinzufügen von Guthaben weitere Gebühren fällig?,,false
How can I redeem a voucher?,de,1,Wie kann ich einen Gutschein einlösen?,,false
You have accepted the invitation of %{name}.,de,1,Sie haben die Einladung von %{name} akzeptiert.,,false
Add Topic,de,1,Thema hinzufügen,,false
"Publish your case ""%{title}""",de,1,"""%{title}"" veröffentlichen",,false
Hamburg,de,0,,,false
%d visit,de,1,%d Besucher,,false
Social Security Number,de,0,,,false
Work and Education,de,0,,,false
Your account was closed.,de,0,,,false
"Enter your promotion code, select continue and follow the instructions on your screen.",de,1,"Geben Sie Ihren Gutschein-Code ein, klicken Sie auf weiter und folgen Sie den Anweisungen auf Ihrem Bildschirm.",,false
You have been signed up as new Partner.,de,0,,,false
Join Community,de,1,Community Beitreten,,false
Reply to Clarification,de,1,Antwort auf Klärung,,false
Hamburg,de,1,Hamburg,,false
%d visit,de,2,%d Besucher,,false
", or ",de,0,,,false
Password,de,0,,,false
We use 128-bit SSL encryption. For more information see our %{privacy_policy}.,de,0,,,false
State,de,0,,,false
Work,de,0,,,false
Your account was closed.,de,1,Ihr Konto wurde geschlossen.,,false
How do I get a voucher?,de,1,Wie bekomme ich einen Gutschein?,,false
You have been signed up as new Partner.,de,1,Sie sind nun als neuer Partner registriert.,,false
%{slogan} for,de,1,%{slogan} für,,false
"Select Problem, Question, Praise, and Idea.",de,1,"Auswahl von Problem, Frage, Lob und Idee.",,false
Hesse,de,0,,,false
%d contact,de,0,keine Kontakte,,false
", or ",de,1, oder ,,false
Reset Password,de,0,,,false
Confirm,de,0,,,false
State,de,1,Bundesland,,false
working as %{title} at %{name},de,0,,,false
"When other Luleka Partners invite you to become a friend, they can include a voucher for you to receive a free Partner Membership.",de,1,"Wenn andere Luleka Partner Sie einladen, ihr Freund zu werden, können sie einen Gutschein für eine gratis Partner-Mitgliedschaft für Sie hinzufügen. ",,false
Your %{voucher} is verified and valid. Read the steps below to see what happens next.,de,0,,,false
If you are an employee.,de,1,Als Mitarbeiter.,,false
Shared Profile,de,1,Gemeinsames Benutzerprofil,,false
Hesse,de,1,Hessen,,false
%d contact,de,1,%d Kontakt,,false
Reset Password,de,1,Passwort zurücksetzen,,false
"We support Firefox 2 or later, Internet Explorer 6 or later, and Safari 2 or later. We run on Mac, PC, or Linux.",de,0,,,false
State or Region,de,0,,,false
working as %{title} at %{name},de,1,arbeitet als %{title} bei %{name},,false
Describe,de,0,,,false
Your %{voucher} is verified and valid. Read the steps below to see what happens next.,de,1,Ihr %{voucher} ist geprüft und gültig. Die unten stehenden Schritte erläutern Ihnen das weitere Vorgehen.,,false
Overview,de,1,Überblick,,false
Stop following this %{type},de,1,%{type} nicht mehr verfolgen,,false
Mecklenburg-Western Pomerania,de,0,,,false
%d contact,de,2,%d Kontakte,,false
Sign Up,de,0,,,false
Can I close my account?,de,0,,,false
State or Region,de,1,Bundesland oder Region,,false
Education,de,0,,,false
Details,de,0,,,false
"Your account, including all information you have posted on Luleka, will be removed.",de,0,,,false
Questions,de,1,Fragen,,false
Thanks for adding your community.,de,1,Danke fürs Anlegen der Community.,,false
Mecklenburg-Western Pomerania,de,1,Mecklenburg-Vorpommern,,false
Email,de,1,E-Mail,,false
Sign Out,de,0,,,false
Birthdate,de,0,,,false
Status,de,0,,,false
Email address,de,0,,,false
rent,de,0,,,false
Reply to this problem,de,0,,,false
Your changes were successful.,de,0,,,false
Ideas,de,1,Ideen,,false
"The community ""%{name}"" has been activated",de,1,"Die Community ""%{name}"" wurde aktiviert",,false
Lower Saxony,de,0,,,false
Confirm Password,de,1,Passwort bestätigen,,false
Sign Out,de,1,Abmelden,,false
"When you decide to, you can close your account and all related content permanently.",de,0,,,false
Status,de,1,Status,,false
Email address,de,1,E-Mail Adresse,,false
land-lord,de,0,,,false
Add another %{type},de,1,Ein anderes %{type} hinzufügen ,,false
Your changes were successful.,de,1,Ihre Änderungen waren erfolgreich.,,false
Problems,de,1,Probleme,,false
This reply is not useful,de,1,Diese Antwort ist nicht nützlich,,false
Lower Saxony,de,1,Niedersachsen,,false
Birthdate,de,1,Geburtstag,,false
All users must create an account before they can post.,de,0,,,false
"By providing your birthdate, you confirm that you are 18 years or older, the eligible age for using Luleka.",de,0,,,false
Subject,de,0,,,false
Why should I become a Luleka Partner?,de,0,,,false
security deposit,de,0,,,false
%{name} shared this idea %{time} ago,de,1,%{name} hat diese Idee vor %{time} mitgeteilt,,false
Your employment at %{org} is confirmed,de,0,,,false
start new,de,1,beginnen,,false
This reply is useful,de,1,Diese Antwort ist hilfreich,,false
North Rhine-Westphalia,de,0,,,false
Account,de,1,Benutzerkonto,,false
Why should I sign up?,de,0,,,false
Preferences,de,0,,,false
Subtotal,de,0,,,false
Why should I become a Luleka Partner?,de,1,Warum soll ich Luleka Partner werden?,,false
The language I use is %{select},de,0,,,false
%{kases} powered by %{people} with help from {members},de,1,%{kases} unterstützt durch %{people} mit der Hilfe von {members} ,,false
Your employment at %{org} is confirmed,de,1,Ihre Anstellung bei %{org} ist bestätigt. ,,false
We will look for answers,de,1,Wir suchen nach Antworten,,false
You are following this %{type} now,de,1,%{type} wird verfolgt,,false
North Rhine-Westphalia,de,1,Nordrhein-Westfalen,,false
Fields marked with %{required} are required. Fields marked with %{lock} are private. You decide who is given authorization to view private data. Luleka will not share private information with third parties.,de,1,"Felder mit %{required} sind Pflichtangaben. Felder mit %{lock} sind privat. Sie entscheiden, wem erlaubt wird Ihre persönlichen Daten einzusehen. Luleka teilt private Informationen nicht mit Dritten.",,false
"Ask questions, report problems, share ideas, give praise",de,0,,,false
Account,de,0,,,false
Subtotal,de,1,Zwischensumme,,false
%{name} wants to be your contact,de,0,,,false
Category,de,0,,,false
Your friend receives a %{voucher} when the invitation is accepted. You have %{quota} left to send.,de,0,,,false
Start by adding the name.,de,0,,,false
We will see if others have the same idea,de,1,Wir sehen nach ähnlichen Ideen,,false
"You posted a new %{offer} %{type} about ""%{title}""",de,1,"%{type} %{offer} als ""%{title}""",,false
Rhineland-Palatinate,de,0,,,false
"Your username is visible if you decide to publish it, otherwise, it will be hidden to others. Make sure to pick a username that does not compromise your privacy.",de,1,"Nur wenn Sie sich dafür entscheiden, dass Ihr Benutzername öffentlich ist, ist dieser sichtbar. Andernfalls ist er für andere nicht erkennbar. Stellen Sie sicher, dass Ihr Benutzername nicht Ihre Privatsphäre verletzt.",,false
Find qualified people in organizations and communities,de,0,,,false
All preferences will be used to setup your Luleka account.,de,0,,,false
Tax,de,0,,,false
%{name} wants to be your contact,de,1,%{name} möchte ein Kontakt von Ihnen werden,,false
Categorize your case,de,0,,,false
Add new %{topic} at %{tier},de,1,Ein neues %{topic} zu %{tier} hinzufügen,,false
Add a voucher for my friend?,de,0,,,false
"Start by typing the address or set and drag the marker to choose a specific location, e.g. %{city}, %{address}, %{location}",de,0,,,false
We will look for solutions,de,1,Wir finden eine Lösung,,false
"Your community ""%{name}"" has been registered",de,1,"Ihre Community ""%{name}"" wurde freigeschaltet",,false
Rhineland-Palatinate,de,1,Rheinland-Pfalz,,false
Join Beta Program Now!,de,1,Beta-Programm,,false
"For security reasons, we allow email addresses to be used only once. You may later change your email address. Email addresses will never be shown to others, unless you decide to.",de,1,"Aus Sicherheitsgründen dürfen E-Mail Adressen nur einmalig verwendet werden. Sie können später Ihre E-Mail Adresse ändern. E-Mail Adressen werden niemals anderen zugänglich gemacht, es sei denn Sie entscheiden sich dafür.",,false
Meet people that care about you,de,0,,,false
Tax,de,1,Steuern,,false
Your Personal Address is your private contact address.,de,0,,,false
This section is important to increase the likelihood of your case getting noticed.,de,0,,,false
Start by adding the name.,de,1,Starten Sie mit der Eingabe des Namens.,,false
As part of your invitation you can give a Partner Membership Voucher to your friend. Only Luleka Partners can attach vouchers.,de,0,,,false
"Give your case a short, meaningful and interesting title.",de,0,,,false
What makes you happy?,de,1,Was macht Sie glücklich?,,false
Saarland,de,0,,,false
Errors,de,1,Fehler,,false
"By providing your birthdate, you confirm that you are 18 years or older, the eligible age for using Luleka.",de,1,"Mit der Angabe Ihres Geburtstags bestätigen Sie, dass Sie mindestens 18 Jahre alt sind, das Mindestalter um Luleka Services nutzen zu können.",,false
Create Account,de,0,,,false
Tags,de,0,,,false
Your Personal Address is your private contact address.,de,1,Ihre Privatadresse ist Ihre private Kontaktadresse,,false
asking a question,de,0,,,false
"In order to become a Partner, select from one of the following options.",de,0,,,false
has already been invited,de,0,,,false
Public,de,1,Öffentlich,,false
Saarland,de,1,Saarland,,false
"%{invitee_name},

I would like to invite you to join my network on Luleka.

-%{invitor_name}",de,1,"Hallo %{invitee_name},
ich würde Sie gerne in mein Luleka Netzwerk einladen.

-%{invitor_name}",,false
Worldwide,de,0,,,false
Your email,de,1,Ihre E-Mail,,false
Luleka is a customer satisfaction service that wants to change the way people interact with organizations and communities.,de,0,,,false
"Your username is visible if you decide to publish it, otherwise, it will be hidden to others. Make sure to pick a username that does not compromise your privacy.",de,0,,,false
Tags,de,1,Stichworte,,false
personal address,de,0,,,false
giving praise,de,0,,,false
"In order to become a Partner, select from one of the following options.",de,1,Um Partner zu werden wählen Sie eine der folgenden Optionen.,,false
has already been notified,de,0,,,false
Expertise,de,0,,,false
replies,de,1,Antworten,,false
Saxony,de,0,,,false
Cannot invite yourself,de,1,Kann sich nicht selber einladen,,false
Worldwide,de,1,Weltweit,,false
Once you are enrolled into the beta program your account email will need to match the one here.,de,1,"Wenn Sie dann im Beta-Programm eingeschrieben sind, achten Sie bitte darauf, dass die E-Mail Ihres Benutzerkontos mit der hier verwendeten übereinstimmt.",,false
Email,de,0,,,false
The following errors occured,de,0,,,false
personal address,de,1,Privatadresse,,false
Inappropriate?,de,0,,,false
has already been taken,de,0,,,false
Expertise,de,1,Fachkenntnisse,,false
votes,de,1,Stimmen,,false
Saxony,de,1,Sachsen,,false
Already a contact,de,1,Bereits ein Kontakt,,false
works for new Partners only,de,0,,,false
Find cases,de,1,Fälle finden,,false
"For security reasons, we allow email addresses to be used only once. You may later change your email address. Email addresses will never be shown to others, unless you decide to.",de,0,,,false
%{name} invites you to join Luleka,de,0,,,false
Personal Contact,de,0,,,false
sharing an idea,de,0,,,false
"Include Partner Membership voucher, %{voucher} left.",de,0,,,false
has already been taken,de,1,wurde schon angenommen,,false
"Expertise you are currently in need for goes here, e.g. _iPod, taxes, child desease_. As %{partner} you will also be able to publish your expertise.",de,0,,,false
visits,de,1,Besuche,,false
Saxony-Anhalt,de,0,,,false
has already been invited,de,1,wurde schon eingeladen,,false
works for new Partners only,de,1,nur für gerade registrierte Partner gültig,,false
Recently active,de,1,Vor kurzem aktiv,,false
New Password,de,0,,,false
%{name} invites you to join Luleka,de,1,%{name} lädt Sie zu Luleka ein,,false
Personal Information,de,0,,,false
Welcome to Luleka!,de,0,,,false
"Interests you would like others to know about. Example: _sailing, scuba-diving, reading_",de,0,,,false
Then can you proceed to %{signup},de,0,,,false
exceeds 256KB image size,de,0,,,false
Saxony-Anhalt,de,1,Sachsen-Anhalt,,false
%{invitee_name} has already been invited,de,1,%{invitee_name} wurde schon eingeladen,,false
What is Luleka?,de,0,,,false
Search,de,1,Suche,,false
New Password,de,1,Neues Passwort,,false
%{type} Logo,de,0,,,false
Personal Note,de,0,,,false
Welcome to Luleka!,de,1,Herzlich Willkommen bei Luleka!,,false
"Interests you would like others to know about. Example: _sailing, scuba-diving, reading_",de,1,"Hobbies, über die Sie andere informieren möchten. Beispiel:_segeln, tauchen, lesen_",,false
This is how %{topics} of %{tier} are displayed,de,0,,,false
exceeds 256KB image size,de,1,überschreitet eine Bildgröße von 256 KB,,false
Schleswig-Holstein,de,0,,,false
No more vouchers left to send,de,1,Zum Versand stehen keine weiteren Gutscheine mehr zur Verfügung,,false
What is Luleka?,de,1,Was ist Luleka?,,false
Case,de,1,Fall,,false
Preferred Language,de,0,,,false
%{type} Logo,de,1,Logo,,false
Personal Note,de,1,Persönliche Nachricht,,false
undecided...,de,0,,,false
shared,de,1,mitgeteilt,,false
Industry,de,0,,,false
"This is the Web Address (URL) of %{type}, e.g. _http://apple.com/ipod_",de,0,,,false
exceeds %{size} image size,de,0,,,false
Schleswig-Holstein,de,1,Schleswig-Holstein,,false
cannot be given to existing or previous Partners,de,1,kann nicht an bereits existierende oder ehemalige Partner gegeben werden,,false
What is an invitation?,de,0,,,false
Start your case,de,1,Legen Sie Ihren Fall an,,false
Preferred Currency,de,0,,,false
about %d days,de,0,,,false
Personal Status,de,0,,,false
The way you feel about the case will determine the severity of it.,de,0,,,false
Industry,de,1,Industrie,,false
"This will be published on your profile. You can format your text with markdown *bold*, _underline_, etc.",de,0,,,false
exceeds %{size} file size,de,0,,,false
Payment object,de,1,Zahlungsart,,false
Thuringia,de,0,,,false
is required,de,1,ist eine Pflichtangabe,,false
What is an invitation?,de,1,Was ist eine Einladung?,,false
Post,de,1,Einstellen,,false
Why is it important to provide my birthdate?,de,0,,,false
about %d days,de,1,ungefähr %d Tage,,false
Personal Status,de,1,Persönlicher Status,,false
There were problems changing your password.,de,0,,,false
No items found.,de,0,,,false
"This will be published on your profile. You can format your text with markdown *bold*, _underline_, etc.",de,1,"Dies wird auf Ihrem Profil veröffentlicht. Sie können Ihren Text mit Unterstrich *fett*, _Unterstrich_, formatieren, etc.",,false
"A link to your personal home page goes here, e.g. _http://www.myhomepage.com_",de,0,,,false
Thuringia,de,1,Thüringen,,false
not a valid email address,de,1,keine gültige E-Mail Adresse,,false
What is a voucher?,de,0,,,false
Solution,de,1,Lösung,,false
Why do I have to supply a preferred currency?,de,0,,,false
Activate Account,de,0,,,false
Business Address,de,0,,,false
Confirm your account,de,0,,,false
There were problems changing your password.,de,1,Es gab Probleme bei der Änderung Ihres Passworts.,,false
No items found.,de,1,Keine Inhalte gefunden.,,false
thousands of people,de,0,,,false
"Assign meaningful tags for this %{type}, e.g. _gadget, music, portable_",de,0,,,false
"No case, yet. %{add}?",de,1,Noch kein Fall. %{add}?,,false
"%{invitee_name},

I would like to invite you to join my network on Luleka.

-%{invitor_name}",de,0,,,false
What is a voucher?,de,1,Was ist ein Gutschein?,,false
Find solution,de,1,Lösung finden,,false
Gender,de,0,,,false
Activate Account,de,1,Konto Aktivieren,,false
Business Address,de,1,Geschäftsadresse,,false
Your invitation to %{name},de,0,,,false
This is a?,de,0,,,false
Verification Code,de,0,,,false
three-month partner membership,de,0,,,false
At this point we only require your country of residence to prioritize your focus by region.,de,0,,,false
powered by Luleka,de,1,,,false
order,de,0,Bestellung,,false
What is a contact?,de,0,,,false
Partners,de,1,Partner,,false
Time Zone,de,0,,,false
Activation Code,de,0,,,false
Your invitation to %{name},de,1,Ihre Einladung an %{name} ,,false
Visitors,de,0,,,false
Select the option that best matches your professional employment status.,de,0,,,false
Street Address,de,0,,,false
Latest %{type},de,1,%{type} Neu,,false
order,de,1,Bestellung,,false
What is a contact?,de,1,Was ist ein Kontakt?,,false
Cases,de,0,,,false
People,de,1,Personen,,false
Title,de,0,,,false
Activation Code,de,1,Aktivierungskode,,false
Your Luleka Team,de,0,,,false
Visitors,de,1,Besucher,,false
Select the option that best matches your professional employment status.,de,1,"Wählen Sie die Option, die am besten zu Ihrem beruflichen Status passt.",,false
Enter multi-line street addresses.<br/>Example:<br/><i>100 Longtail Way<br/>2nd floor</i>,de,0,,,false
employees,de,1,Mitarbeiter,,false
purchase order,de,0,Bestellung,,false
Welcome!,de,0,,,false
Cases,de,1,Fälle,,false
Products,de,1,Produkte,,false
Preferred Language,de,1,Bevorzugte Sprache,,false
Title,de,1,Titel,,false
You have been accepted to join the Luleka beta program,de,1,Sie sind akzeptiert worden das Luleka Beta-Programm zu nutzen,,false
"Add %{topic} ""%{object}""",de,0,,,false
Your new password is active,de,0,,,false
Voucher,de,0,,,false
Select from one of the following,de,0,,,false
Start Case,de,1,Fall Anlegen,,false
More about,de,1,Mehr über,,false
purchase order,de,1,Kaufauftrag,,false
Welcome!,de,1,Herzlich Willkommen!,,false
Help,de,0,,,false
Locations,de,1,Orte,,false
Preferred Currency,de,1,Bevorzugte Währung,,false
Orders,de,0,,,false
"Thanks for adding ""%{name}"". We will have to double check the details before making it public. This may take 1-3 business days.",de,1,"Vielen Dank für das Hinzufügen von ""%{name}"". Wir müssen die Details noch gegenprüfen bevor wir es veröffentlichen können. Das kann 1 bis 3 Werktage dauern.",,false
"Add %{topic} ""%{object}""",de,1,"%{topic} ""%{object}"" hinzufügen",,false
Your new password is active,de,1,Ihr neues Passwort ist aktiviert,,false
%{kases} powered by %{people},de,0,,,false
Voucher,de,1,Gutschein,,false
Select from one of the following,de,1,Wählen Sie aus Folgendem aus,,false
My Cases,de,1,Meine Fälle,,false
Loading more about,de,1,Lädt mehr über,,false
sales order,de,0,,,false
Welcome %{name}!,de,0,,,false
Help,de,1,Hilfe,,false
Gender,de,1,Geschlecht,,false
Orders,de,1,Bestellungen,,false
"Congratulations, your case was posted!",de,1,"Herzlichen Glückwunsch, Ihr Fall wurde erfolgreich eingestellt.",,false
Add Details,de,0,,,false
A personalized note better explains why you want to invite your friend to join Luleka.,de,0,,,false
%{name} %{verb} this %{type} %{time} ago,de,0,,,false
User,de,0,,,false
Salutation,de,0,,,false
Active Cases,de,1,Aktive Fälle,,false
Less about,de,1,Weniger über,,false
sales order,de,1,Kundenauftrag,,false
Welcome %{name}!,de,1,Willkommen %{name}!,,false
company,de,0,,,false
Contact,de,1,Kontakt,,false
Time Zone,de,1,Zeitzone,,false
paid,de,0,,,false
Describe,de,1,Beschreiben,,false
Add Details,de,1,Details hinzufügen,,false
A personalized note better explains why you want to invite your friend to join Luleka.,de,1,"Eine persönliche Nachricht erklärt besser warum Sie Ihren Freund einladen, Luleka beizutreten.",,false
%{name} reported this problem %{time} ago,de,0,,,false
What does adding a voucher mean?,de,0,,,false
Save,de,0,,,false
Open Cases,de,1,Offen Fälle,,false
Your username and password did not match,de,1,Ihr Benutzername und Passwort stimmen nicht überein,,false
invoice,de,0,Rechnung,,false
Web Address,de,0,,,false
company,de,1,Firma,,false
Community Guidelines,de,1,Community Richtlinien,,false
Preferences,de,1,Grundeinstellungen,,false
paid,de,1,bezahlt,,false
add funds,de,0,,,false
Academic Degrees,de,0,,,false
%{name} reported this problem %{time} ago,de,1,%{name} hat dieses Problem vor %{time} eingestellt,,false
What is a Billing Address?,de,0,,,false
